id,teff,logg,feh,alpha
spec-56350-GAC089N28V2_sp09-162.fits,5018.99,2.86758,-0.113506,0.0287895
spec-56298-GAC087N32B1_sp06-026.fits,4838.5,2.87636,0.28171,0.0407582
spec-56213-GAC090N33B1_sp05-147.fits,5121.14,3.41378,-0.319113,0.0995342
spec-56292-GAC089N16V3_sp07-029.fits,4807.7,2.69535,0.112949,0.0125508
spec-56684-GAC089N28V1_sp09-054.fits,5091.25,2.90943,-0.117533,0.0112883
spec-56668-GAC089N24B1_sp08-021.fits,4437.16,1.72384,-0.12983,0.0628197
spec-56292-GAC089N16V1_sp12-150.fits,4706.45,2.68361,0.0748577,0.0270612
spec-56322-GAC089N24V2_sp09-094.fits,4793.45,2.45014,-0.0660811,0.047582
spec-56322-GAC089N24V1_sp07-160.fits,4809.2,2.53898,-0.0521136,0.0374326
spec-56358-GAC089N28B2_sp09-100.fits,5095.33,2.64882,-0.329206,0.0576353
spec-56663-GAC091N23B1_sp02-050.fits,5203.07,3.10333,0.0574882,-0.0234296
spec-55876-GAC_089N28_B3_sp09-055.fits,4960.79,2.67095,-0.230059,0.0804694
spec-55932-GAC_090N33_V1_sp05-137.fits,4759.47,2.70893,0.19921,0.039386
spec-56322-GAC089N24V1_sp08-022.fits,4828.23,2.71451,0.0352206,0.0399104
spec-56292-GAC089N16V4_sp07-005.fits,4892.32,2.74816,-0.0318403,0.0353464
spec-56663-GAC091N23B1_sp10-209.fits,4587.65,2.18975,-0.346142,0.0575538
spec-55932-GAC_090N33_V2_sp05-138.fits,4963.18,2.83393,-0.167636,0.0546985
spec-56350-GAC089N28V2_sp09-099.fits,4729.47,2.53636,-0.101986,0.0248048
spec-56309-GAC088N20V1_sp12-012.fits,4790.56,2.44318,-0.473353,0.244589
spec-55954-GAC_089N11_V1_sp09-059.fits,4861.32,2.63604,-0.245663,0.0492102
spec-56595-GAC088N22B1_sp13-174.fits,4707.54,2.6316,-0.107253,0.0306869
spec-56228-GAC090N26B2_sp05-222.fits,4936.27,2.64346,-0.30727,0.113945
spec-55922-GAC_091N29_B1_sp14-081.fits,4906.17,3.04003,0.124528,0.0575299
spec-55954-GAC_089N11_V1_sp12-093.fits,5025.77,2.90841,0.0748663,0.0350736
spec-56663-GAC091N23B1_sp03-070.fits,4590.64,2.3046,-0.0670051,0.108463
spec-56684-GAC089N28V1_sp12-071.fits,4976.73,2.74634,-0.187553,0.0372726
spec-56595-GAC088N22B1_sp13-171.fits,4606.58,2.4239,-0.19476,0.13737
spec-55953-GAC_089N28_M2_sp09-060.fits,4807.31,2.44717,0.00645617,0.0507865
spec-56684-GAC089N28V1_sp12-069.fits,5185.53,2.98973,-0.207577,0.0303596
spec-56350-GAC089N28V1_sp09-049.fits,5124.73,2.97022,-0.0990534,0.0291918
spec-56663-GAC091N23B1_sp03-084.fits,4456.49,1.94567,-0.378836,0.0954519
spec-56350-GAC089N28V3_sp09-049.fits,5506.24,3.29471,-0.408317,-0.00283233
spec-55921-GAC_089N28_B3_sp09-053.fits,5210.74,2.73801,-0.208527,0.0468546
spec-55876-GAC_089N28_B1_sp12-064.fits,4947.73,2.81637,-0.165844,0.0521943
spec-56309-GAC088N20V3_sp12-124.fits,4977.83,2.90681,-0.0830721,0.0344053
spec-56298-GAC087N32B1_sp06-195.fits,4819.56,2.67847,-0.0400689,0.0346972
spec-56292-GAC089N16V1_sp07-110.fits,4283.78,1.71118,-0.265909,0.0583826
spec-56298-GAC087N32M1_sp06-189.fits,4843.88,2.79584,-0.596721,0.268394
spec-55954-GAC_089N11_V1_sp12-096.fits,4986.5,2.75432,-0.325641,0.0808974
spec-55932-GAC_090N33_V2_sp01-013.fits,5125.53,2.80975,-0.179509,0.00919762
spec-55932-GAC_090N33_V1_sp05-121.fits,5001.85,2.90202,-0.185298,0.0346648
spec-56684-GAC089N28V1_sp12-093.fits,4863.02,2.68087,-0.412639,0.0591527
spec-56358-GAC089N28B2_sp12-070.fits,4635.98,2.28122,-0.358868,0.125784
spec-56350-GAC089N28V1_sp12-053.fits,4919.13,3.17484,0.0537457,0.0253392
spec-56684-GAC089N28V1_sp12-100.fits,4790.56,2.47797,0.0500314,0.0680519
spec-56213-GAC090N33B1_sp01-128.fits,5196.99,3.14929,-0.14974,0.0224362
spec-56595-GAC088N22B1_sp13-249.fits,4820.26,2.74816,-0.356753,0.0641888
spec-56292-GAC089N16V2_sp07-014.fits,4944.84,2.83963,-0.0957443,0.0409962
spec-55932-GAC_090N33_V1_sp01-015.fits,4428.29,1.88374,0.0280902,0.00596101
spec-55954-GAC_089N11_V1_sp12-089.fits,4302.51,1.73946,0.0343199,0.00962102
spec-56350-GAC089N28V1_sp12-096.fits,4853.35,2.84762,0.0065682,0.0426306
spec-55932-GAC_090N33_V1_sp01-109.fits,4985.4,2.93316,0.0100915,0.0324467
spec-55932-GAC_090N33_V2_sp01-139.fits,5114.97,3.18043,0.139934,0.0278989
spec-55876-GAC_089N28_B1_sp09-194.fits,4995.87,2.8353,-0.23558,0.0570062
spec-56358-GAC089N28B1_sp09-194.fits,4960.59,2.73105,-0.41721,0.108207
spec-56292-GAC089N16V3_sp09-196.fits,4809.6,2.96543,0.123605,0.0507787
spec-56661-GAC092N13V3_sp10-128.fits,4933.08,2.62818,-0.106267,0.0693955
spec-56684-GAC089N28V1_sp12-040.fits,5083.87,3.07173,0.00925023,0.0130959
spec-56684-GAC089N28V1_sp09-188.fits,4305.4,1.50349,-0.342798,0.0927941
spec-55876-GAC_089N28_B2_sp12-030.fits,4910.66,2.76002,0.0468692,0.0426106
spec-56661-GAC092N13V1_sp10-104.fits,5093.84,2.78432,-0.171489,0.0189121
spec-56661-GAC092N13V1_sp10-128.fits,4671.46,2.29605,-0.115607,0.0438142
spec-56663-GAC091N23B1_sp15-074.fits,5142.47,3.03854,-0.205968,0.0459392
spec-56298-GAC087N32B1_sp06-051.fits,4606.48,2.13101,-0.326996,0.078553
spec-56630-GAC091N33M1_sp01-228.fits,5189.71,2.99201,-0.256264,0.0501989
spec-56630-GAC091N33B1_sp05-220.fits,4931.59,2.81659,-0.32049,0.0788185
spec-55876-GAC_089N28_B3_sp09-176.fits,5177.15,3.08873,-0.0084419,0.0292488
spec-56609-GAC093N22B1_sp10-104.fits,4361.11,1.7974,-0.349243,0.0936163
spec-56322-GAC089N24V1_sp08-071.fits,4110.36,1.31244,-0.24919,0.0353847
spec-56663-GAC091N23B1_sp03-073.fits,5220.71,3.09648,-0.121993,0.0396311
spec-56213-GAC090N33B1_sp01-144.fits,4141.16,1.5166,-0.0466515,-0.00529558
spec-55954-GAC_089N11_V1_sp12-187.fits,5034.14,2.68862,-0.223105,0.0229603
spec-56583-GAC093N22V2_sp10-146.fits,5153.83,3.62877,0.144903,0.0516448
spec-55954-GAC_089N11_V1_sp12-018.fits,4838.9,2.59749,-0.0544861,0.0406244
spec-55932-GAC_090N33_V1_sp01-101.fits,4890.82,2.703,-0.0967543,0.0564115
spec-55922-GAC_091N29_B1_sp03-170.fits,4950.12,2.6462,-0.0409789,0.120053
spec-56661-GAC092N13V2_sp14-026.fits,5044.6,3.34261,0.206016,0.0203305
spec-56595-GAC088N22B1_sp13-125.fits,4937.66,2.68121,-0.291403,0.092158
spec-56595-GAC088N22B1_sp13-209.fits,4831.02,2.73128,-0.263245,0.0863906
spec-56358-GAC089N28B1_sp12-034.fits,4498.55,1.99095,-0.339421,0.0407413
spec-56668-GAC089N24B1_sp06-243.fits,4579.18,2.03372,-0.387343,0.0194313
spec-56661-GAC092N13V1_sp14-042.fits,5132.41,3.19046,-0.0345212,0.033244
spec-56595-GAC088N22B1_sp12-152.fits,4794.55,2.38957,-0.112521,0.0738207
spec-56684-GAC089N28V2_sp12-025.fits,4982.91,2.77325,0.0204997,0.0308168
spec-56595-GAC088N22B1_sp06-099.fits,4674.26,2.20355,-0.300812,0.0790115
spec-55932-GAC_090N33_V2_sp01-179.fits,4233.35,1.45707,-0.151039,0.0496215
spec-56661-GAC092N13V2_sp14-120.fits,5103.3,3.45359,0.148137,0.0291099
spec-56595-GAC088N22B1_sp13-110.fits,4823.05,2.69079,-0.0729592,0.045301
spec-55876-GAC_089N28_B3_sp13-166.fits,4956.9,2.84134,-0.626005,0.273163
spec-56322-GAC089N24V1_sp07-213.fits,4641.67,2.37509,-0.507362,0.0890866
spec-56661-GAC092N13V2_sp14-017.fits,4879.26,2.88446,-0.672836,0.190966
spec-56661-GAC092N13V3_sp10-140.fits,4525.46,2.3995,0.235324,0.0490749
spec-56292-GAC089N16V3_sp07-187.fits,4906.97,3.26791,-0.0707376,0.0500882
spec-56358-GAC089N28B1_sp12-027.fits,4989.39,2.88753,-0.0289511,-8.35108e-05
spec-56298-GAC087N32M1_sp06-159.fits,4797.84,2.6373,-0.156179,0.085017
spec-56609-GAC093N22B1_sp14-109.fits,4801.23,2.6016,-0.0361654,0.030126
spec-56663-GAC091N23B1_sp05-182.fits,4799.03,2.72273,-0.205272,0.0611995
spec-56583-GAC093N22V2_sp14-109.fits,4896.9,2.69923,-0.324437,0.0792769
spec-56595-GAC088N22M1_sp12-118.fits,5045.5,2.78238,-0.148824,0.0316779
spec-56630-GAC091N33B1_sp05-207.fits,5031.85,3.02041,-0.158322,0.07308
spec-56661-GAC092N13V2_sp10-012.fits,4296.93,1.6375,-0.309668,0.0608575
spec-56663-GAC091N23B1_sp15-175.fits,4591.04,2.2088,-0.234864,0.0482708
spec-56350-GAC089N28V2_sp13-247.fits,4881.26,2.66638,-0.199066,0.0518372
spec-56609-GAC093N22B1_sp02-160.fits,4920.42,2.68988,-0.14934,0.0433215
spec-56661-GAC092N13V1_sp10-196.fits,4847.47,2.48184,-0.405682,0.0587677
spec-56322-GAC089N24V2_sp08-070.fits,4955.11,2.81979,-0.160394,0.0167209
spec-56595-GAC088N22B1_sp13-115.fits,4233.25,1.66088,-0.232965,0.100321
spec-56661-GAC092N13V3_sp16-019.fits,4892.72,2.69421,-0.372269,0.0742876
spec-56668-GAC089N24B1_sp07-204.fits,4998.86,2.76481,-0.165984,0.0123701
spec-56661-GAC092N13V1_sp14-013.fits,4826.44,2.61563,-0.15547,0.0189491
spec-56684-GAC089N28V2_sp12-170.fits,4751.79,2.85013,0.0538112,0.0638318
spec-55932-GAC_090N33_V1_sp08-161.fits,4955.9,2.7209,-0.34151,0.0765705
spec-55932-GAC_090N33_V2_sp07-037.fits,5048.19,3.24989,-0.0716803,0.0356794
spec-55932-GAC_090N33_V2_sp01-184.fits,5136.79,2.96178,-0.283964,0.0197321
spec-56663-GAC091N23B1_sp05-250.fits,4241.62,1.85215,0.0701649,-0.0268936
spec-56292-GAC089N16V3_sp07-088.fits,4616.75,2.57685,0.152834,0.0325189
spec-55876-GAC_089N28_B1_sp12-185.fits,4845.18,2.57491,-0.294629,0.0849765
spec-56322-GAC089N24V2_sp06-236.fits,4702.56,2.5513,-0.11078,0.0654902
spec-56684-GAC089N28V2_sp12-023.fits,4839.6,2.71965,0.154071,0.025081
spec-56630-GAC091N33B1_sp05-225.fits,5293.66,3.17176,-0.326421,0.0350069
spec-56661-GAC092N13V2_sp10-078.fits,5149.15,3.01927,-0.101047,0.0437735
spec-56661-GAC092N13V1_sp10-055.fits,4677.05,2.15941,-0.217157,0.0587077
spec-55922-GAC_091N29_B1_sp15-162.fits,4757.37,2.55199,-0.216586,0.0652293
spec-56350-GAC089N28V2_sp06-020.fits,4883.85,2.71269,-0.126582,0.0385568
spec-56350-GAC089N28V2_sp13-167.fits,4771.73,3.02189,-0.204239,0.145971
spec-55954-GAC_089N11_V1_sp12-173.fits,4360.32,2.03874,0.142262,0.062227
spec-56595-GAC088N22B1_sp13-134.fits,5084.67,2.95973,-0.164788,0.0282603
spec-56663-GAC091N23B1_sp05-075.fits,4288.36,1.6067,-0.384314,0.0437092
spec-56661-GAC092N13V1_sp10-021.fits,4549.28,2.4839,0.404787,0.0368628
spec-56630-GAC091N33B1_sp01-032.fits,4978.23,2.63753,-0.40539,0.117411
spec-56661-GAC092N13V1_sp10-020.fits,5122.74,2.87716,-0.0792741,0.0242071
spec-56583-GAC093N22V1_sp10-010.fits,4797.44,2.66752,0.170759,0.00875139
spec-56213-GAC090N33B1_sp07-029.fits,4741.13,2.70026,0.025197,0.0568587
spec-56684-GAC089N28V1_sp06-214.fits,4350.45,1.67867,-0.356106,0.0514853
spec-56661-GAC092N13V1_sp10-067.fits,5042.01,2.64551,-0.444578,0.0853551
spec-55932-GAC_090N33_V1_sp08-215.fits,4828.13,2.6795,-0.0444339,0.0315356
spec-56661-GAC092N13V1_sp16-210.fits,5022.98,3.00946,-1.17034,0.158566
spec-56609-GAC093N22B1_sp10-061.fits,4639.57,2.42037,-0.0477413,0.0473579
spec-56663-GAC091N23B1_sp02-053.fits,4171.46,1.31986,-0.162657,0.0310669
spec-56630-GAC091N33M1_sp01-073.fits,4406.36,1.74904,-0.49621,0.0706912
spec-56630-GAC091N33B1_sp01-066.fits,5138.09,3.6639,-0.0925517,0.0519423
spec-56661-GAC092N13V1_sp10-250.fits,4179.03,1.3259,-0.263656,0.0388963
spec-56322-GAC089N24V1_sp12-173.fits,4892.72,2.77519,-0.100279,0.0408406
spec-56595-GAC088N22B1_sp06-175.fits,5009.42,2.96863,0.0587565,0.0245142
spec-56661-GAC092N13V3_sp10-230.fits,4603.29,2.20458,-0.356633,0.0680496
spec-56661-GAC092N13V1_sp14-074.fits,4604.09,2.19648,-0.0806168,0.015311
spec-56609-GAC093N22B1_sp10-237.fits,4945.04,2.85799,0.00425781,0.00901387
spec-55921-GAC_089N28_B3_sp13-106.fits,4914.94,2.58073,-0.303905,0.0823428
spec-56668-GAC089N24B1_sp13-102.fits,4905.97,3.08964,-0.384743,0.228905
spec-56630-GAC091N33B1_sp05-098.fits,4805.61,2.56271,-0.341227,0.0684499
spec-56663-GAC091N23B1_sp04-162.fits,4821.96,2.93088,-0.146769,0.0712633
spec-56292-GAC089N16V2_sp06-201.fits,4842.49,2.63297,-0.227409,0.055908
spec-56661-GAC092N13V2_sp10-069.fits,4270.32,1.44133,-0.433636,0.0556033
spec-56663-GAC091N23B1_sp15-001.fits,4883.25,2.68657,-0.121215,0.0555511
spec-56358-GAC089N28B2_sp13-112.fits,5109.18,3.02771,-0.0852869,0.0176746
spec-56663-GAC091N23B1_sp01-227.fits,4621.04,2.11938,-0.634008,0.0563921
spec-56350-GAC089N28V3_sp06-220.fits,4914.84,2.74451,-0.16955,0.077851
spec-55954-GAC_089N11_V1_sp13-194.fits,4121.33,1.30549,-0.126711,0.0328322
spec-56595-GAC088N22B1_sp13-060.fits,4655.12,2.28658,-0.0373309,0.0370289
spec-56668-GAC089N24B1_sp07-133.fits,4703.76,2.58118,-0.00388672,0.0106178
spec-56661-GAC092N13V2_sp10-239.fits,5127.12,3.20632,-0.234681,0.0353528
spec-56661-GAC092N13V3_sp10-248.fits,4723.59,2.51982,-0.0446262,0.0434099
spec-56684-GAC089N28V1_sp07-132.fits,4301.32,1.55287,-0.265085,0.0639255
spec-56358-GAC089N28B2_sp12-121.fits,4705.85,2.3224,-0.380887,0.0677304
spec-56661-GAC092N13V2_sp10-221.fits,4498.65,2.01285,-0.033292,0.0325091
spec-56661-GAC092N13V2_sp14-071.fits,4797.94,2.53648,0.154357,0.0258118
spec-56583-GAC093N22V1_sp02-085.fits,4992.98,3.33679,0.0404972,0.0679341
spec-56668-GAC089N24B1_sp12-225.fits,4763.95,2.62156,-0.00906051,0.0186417
spec-56684-GAC089N28V1_sp06-186.fits,5030.25,2.85822,-0.288381,0.0770303
spec-56661-GAC092N13V3_sp10-152.fits,4904.78,2.55096,-0.325979,0.0878687
spec-56663-GAC091N23B1_sp04-181.fits,4829.93,2.54993,-0.351946,0.0793979
spec-55932-GAC_090N33_V1_sp07-122.fits,4887.14,2.59601,-0.438989,0.0726891
spec-56663-GAC091N23B1_sp04-173.fits,4846.37,2.74417,-0.374023,0.099863
spec-56661-GAC092N13V1_sp16-086.fits,5030.95,2.81853,0.0751671,0.0182473
spec-56661-GAC092N13V2_sp10-205.fits,4742.92,2.67893,0.341282,0.022634
spec-56630-GAC091N33M1_sp01-173.fits,4862.12,2.57503,0.00178958,0.0547936
spec-56350-GAC089N28V3_sp06-194.fits,4723.19,2.48184,-0.134584,0.0819287
spec-55932-GAC_090N33_V2_sp07-125.fits,5018.69,3.03159,-0.344283,0.0770341
spec-56609-GAC093N22B1_sp14-207.fits,4863.71,2.79994,-0.26069,0.0904923
spec-56630-GAC091N33M1_sp01-158.fits,4585.56,2.16603,-0.408328,0.0529801
spec-56661-GAC092N13V1_sp16-092.fits,4249.69,1.42388,-0.448842,0.0705688
spec-56661-GAC092N13V2_sp10-206.fits,4331.91,1.66658,-0.427345,0.0866075
spec-56595-GAC088N22B1_sp06-059.fits,4817.07,2.59556,-0.34014,0.0766173
spec-55932-GAC_090N33_V2_sp07-239.fits,4991.48,2.79082,0.154336,0.00491877
spec-56684-GAC089N28V2_sp06-178.fits,4024.35,1.09312,-0.332547,0.0375999
spec-56576-GAC094N30B1_sp14-105.fits,5086.26,2.81637,-0.20507,0.076891
spec-56661-GAC092N13V1_sp16-196.fits,4905.27,2.80359,-0.0424667,0.0277367
spec-56661-GAC092N13V1_sp16-176.fits,4788.87,2.65224,-0.0878197,0.0193024
spec-56663-GAC091N23B1_sp04-172.fits,4442.24,1.78623,-0.536688,0.0987713
spec-56661-GAC092N13V1_sp03-063.fits,5167.59,2.72238,-0.223283,0.0568985
spec-56663-GAC091N23B1_sp15-219.fits,4980.62,2.74999,-0.195967,0.0579085
spec-56661-GAC092N13V2_sp03-051.fits,4433.17,1.82044,-0.230522,0.044827
spec-56684-GAC089N28V1_sp07-150.fits,4715.32,2.4409,-0.0332346,0.0683009
spec-56661-GAC092N13V1_sp10-224.fits,4592.03,2.53864,0.184041,0.0413298
spec-55932-GAC_090N33_V2_sp07-064.fits,4956.8,2.66091,-0.0844401,0.0723836
spec-56661-GAC092N13V3_sp14-097.fits,4850.66,3.28479,-0.116655,0.134674
spec-56583-GAC093N22V2_sp03-052.fits,4600.9,2.52724,0.350564,0.0305805
spec-56661-GAC092N13V1_sp03-099.fits,4988.49,2.61745,-0.29572,0.0963723
spec-56654-GAC091N59V1_sp01-001.fits,4709.64,2.6714,-0.0936372,0.0819156
spec-56583-GAC093N22V2_sp03-086.fits,4860.33,3.25502,0.241242,0.0332943
spec-56576-GAC094N30B1_sp10-130.fits,5141.97,2.94525,-0.0629718,0.0320932
spec-56609-GAC093N22B1_sp03-052.fits,4802.82,2.64198,-0.119522,0.0593927
spec-56358-GAC089N28B2_sp07-137.fits,4537.02,2.24404,0.051825,0.00698178
spec-56663-GAC091N23B1_sp01-156.fits,4357.93,1.67263,-0.345351,0.0573709
spec-56663-GAC091N23B1_sp01-174.fits,4318.36,1.64537,-0.126228,0.0341174
spec-55954-GAC_089N11_V1_sp06-143.fits,4505.63,2.01502,-0.258618,0.0576467
spec-56583-GAC093N22V1_sp16-039.fits,4803.62,2.77907,-0.339008,0.0842431
spec-56322-GAC089N24V1_sp06-124.fits,4800.33,2.63137,-0.0678852,0.0338488
spec-56322-GAC089N24V1_sp07-143.fits,4507.72,2.12474,-0.0187183,0.000911524
spec-56228-GAC090N26B2_sp04-248.fits,4777.41,2.85936,0.215447,0.068534
spec-56663-GAC091N23B1_sp01-160.fits,4885.04,2.61563,-0.125745,0.0923274
spec-56213-GAC090N33B1_sp07-054.fits,4698.47,2.57651,0.0464289,0.0880156
spec-56663-GAC091N23B1_sp05-138.fits,4955.4,2.59544,-0.100208,0.0426135
spec-56609-GAC093N22B1_sp03-089.fits,5117.06,2.83005,-0.20171,0.0135791
spec-56661-GAC092N13V1_sp16-169.fits,5093.04,2.83188,-0.262464,0.062957
spec-56668-GAC089N24B1_sp06-169.fits,4700.77,2.3492,-0.15559,0.114651
spec-56661-GAC092N13V1_sp03-152.fits,5002.05,2.62202,-0.391337,0.0756714
spec-56661-GAC092N13V2_sp15-074.fits,4183.71,1.47737,-0.018102,0.0927217
spec-56661-GAC092N13V2_sp03-248.fits,4383.34,1.78474,-0.199899,0.0600136
spec-56661-GAC092N13V2_sp05-191.fits,4564.23,2.0384,-0.316853,0.0891451
spec-56609-GAC093N22B1_sp16-197.fits,4987.1,2.71965,-0.311747,0.0249012
spec-56663-GAC091N23B1_sp04-218.fits,4950.22,2.59202,-0.0711894,0.0188653
spec-56661-GAC092N13V1_sp02-114.fits,4500.94,1.83881,-0.417848,0.0991674
spec-56661-GAC092N13V1_sp05-177.fits,4739.83,2.51788,-0.22047,0.219936
spec-56342-GAC091N59V2_sp01-109.fits,4870.19,2.75706,0.00520993,0.067063
spec-56583-GAC093N22V2_sp05-186.fits,4787.57,2.811,-0.0395547,0.0481851
spec-56583-GAC093N22V2_sp16-226.fits,4887.24,2.86906,-0.144594,0.0457459
spec-56661-GAC092N13V1_sp03-215.fits,4640.87,2.47671,-0.00694689,0.0516372
spec-56661-GAC092N13V1_sp15-065.fits,4435.46,1.84861,-0.248054,0.0550622
spec-56583-GAC093N22V2_sp16-173.fits,4884.64,2.71851,-0.247487,0.0688832
spec-56661-GAC092N13V1_sp16-159.fits,4968.96,2.84796,-0.128835,0.0452646
spec-56684-GAC089N28V2_sp06-134.fits,4679.14,2.53009,0.0558211,0.0293744
spec-55922-GAC_091N29_B1_sp15-043.fits,4836.61,2.6868,-0.256285,0.0366141
spec-55932-GAC_090N33_V2_sp07-088.fits,4512.5,2.03806,-0.155326,0.0386066
spec-56661-GAC092N13V2_sp03-036.fits,4820.26,2.68041,-0.154653,0.0495088
spec-56661-GAC092N13V3_sp15-053.fits,4515.09,2.15063,-0.294732,0.0728932
spec-56609-GAC093N22B1_sp03-218.fits,4316.27,1.75406,0.00151271,0.0265807
spec-56583-GAC093N22V1_sp16-239.fits,5029.95,3.0715,0.109278,0.00389235
spec-56609-GAC093N22B1_sp03-073.fits,4973.64,2.83632,-0.0806346,0.101171
spec-56654-GAC091N59V2_sp01-002.fits,5001.65,3.04744,0.0103798,0.0365822
spec-56661-GAC092N13V1_sp03-198.fits,4312.28,1.89617,-0.0662507,0.0452489
spec-56661-GAC092N13V1_sp03-033.fits,5025.07,3.04025,0.154312,0.00906201
spec-56661-GAC092N13V2_sp15-052.fits,4891.72,2.81922,-0.261584,0.105564
spec-56654-GAC091N59V1_sp01-126.fits,4842.19,2.82332,-0.473435,0.0538196
spec-56663-GAC091N23B1_sp04-085.fits,4876.27,2.84648,-0.101392,0.0514014
spec-56661-GAC092N13V1_sp02-020.fits,4923.71,2.72352,-0.0383637,0.0491187
spec-56609-GAC093N22B1_sp03-161.fits,4669.97,2.15713,-0.40759,0.0826373
spec-56333-GAC094N27V4_sp10-114.fits,4948.83,3.14769,-0.421153,0.081307
spec-56661-GAC092N13V2_sp03-185.fits,4936.67,2.92437,0.0751218,0.012145
spec-56661-GAC092N13V3_sp03-150.fits,5017.4,2.94707,0.00319129,0.00680781
spec-55959-GAC_094N27_V2_sp10-099.fits,4929.39,2.70151,-0.0337132,0.062912
spec-56661-GAC092N13V1_sp04-169.fits,4921.32,2.62498,-0.221801,0.0653447
spec-56228-GAC090N26B2_sp09-193.fits,4835.31,2.66912,-0.307627,0.0692258
spec-56663-GAC091N23B1_sp04-071.fits,4978.63,2.70539,-0.334628,0.0887406
spec-56342-GAC091N59V1_sp01-183.fits,4347.06,2.0197,-0.0631339,0.0413043
spec-56661-GAC092N13V1_sp02-075.fits,4387.23,1.82831,-0.342053,0.188869
spec-56661-GAC092N13V1_sp01-042.fits,4609.97,2.33848,-0.137012,0.0210278
spec-56654-GAC091N59V1_sp01-176.fits,5068.12,2.89757,-0.236377,0.0557663
spec-56654-GAC091N59V2_sp07-033.fits,4510.31,2.0384,-0.475417,0.10583
spec-56661-GAC092N13V3_sp04-023.fits,4224.78,1.29864,-0.367766,0.0331391
spec-56661-GAC092N13V1_sp01-057.fits,4429.48,2.34144,0.125864,0.0593485
spec-55959-GAC_094N27_V1_sp10-107.fits,5084.97,3.07721,-0.367802,0.0634307
spec-56576-GAC094N30B1_sp02-193.fits,4869.69,2.64414,-0.0809077,0.095133
spec-56663-GAC091N23B1_sp09-216.fits,4679.94,2.61061,-0.362807,0.205587
spec-56661-GAC092N13V1_sp01-030.fits,4681.83,2.57069,0.211429,0.0485719
spec-56661-GAC092N13V2_sp01-065.fits,4771.23,2.62088,-0.0549075,0.0585228
spec-56333-GAC094N27B1_sp10-018.fits,4893.12,3.23951,0.208823,0.0701198
spec-56654-GAC091N59V2_sp01-186.fits,5007.13,3.1948,0.0439132,0.0582259
spec-55922-GAC_091N29_B1_sp08-104.fits,4812.99,2.55974,-0.200747,0.0417888
spec-55959-GAC_094N27_V2_sp10-181.fits,5158.62,3.02851,-0.322461,0.029639
spec-56661-GAC092N13V3_sp01-053.fits,4864.31,2.8199,0.160443,0.00183097
spec-56583-GAC093N22V2_sp03-126.fits,4678.54,2.34931,-0.0814881,0.0303866
spec-56583-GAC093N22V2_sp01-248.fits,4836.81,2.64528,-0.145404,0.0248047
spec-55959-GAC_094N27_V1_sp16-007.fits,5137.39,3.61292,-0.0164514,0.0432127
spec-55959-GAC_094N27_V2_sp10-057.fits,4981.92,2.85412,-0.0625792,0.0311419
spec-56333-GAC094N27B1_sp02-081.fits,4643.36,2.29536,-0.396758,0.0763201
spec-55959-GAC_094N27_V2_sp16-012.fits,4173.15,1.30572,-0.397323,0.0714034
spec-56589-GAC096N56V1_sp14-049.fits,4327.83,1.76307,-0.0559342,0.0168589
spec-56583-GAC093N22V2_sp15-222.fits,4895.51,3.13902,0.137786,0.0440688
spec-56342-GAC091N59V2_sp01-196.fits,4887.83,3.20061,-0.12602,0.0699046
spec-56583-GAC093N22V2_sp04-010.fits,4875.18,2.64483,-0.105383,0.0604847
spec-56661-GAC092N13V1_sp01-152.fits,4859.03,2.87328,-0.18121,0.0300549
spec-56589-GAC096N56V1_sp10-132.fits,4850.56,2.68669,-0.0177925,0.0439124
spec-56333-GAC094N27B1_sp10-247.fits,4770.03,2.60776,-0.537783,0.201023
spec-56583-GAC093N22V2_sp01-223.fits,4716.31,2.64004,0.105043,0.0181989
spec-55932-GAC_090N33_V1_sp06-075.fits,4713.12,2.38148,-0.00235292,0.0459334
spec-56661-GAC092N13V3_sp01-201.fits,4539.91,2.2729,-0.237793,0.0429931
spec-55959-GAC_094N27_V2_sp10-204.fits,4860.82,2.55575,-0.29707,0.0775263
spec-56342-GAC091N59V2_sp07-166.fits,4521.47,2.3322,0.237403,0.0246741
spec-56663-GAC091N23B1_sp09-141.fits,4962.38,2.9319,0.0138572,0.0377511
spec-56583-GAC093N22V2_sp04-046.fits,4893.51,2.83188,-0.258565,0.0533749
spec-56589-GAC096N56V1_sp14-117.fits,4683.03,2.64369,-0.124855,0.0767844
spec-56286-GAC096N56V2_sp10-116.fits,4901.49,2.69627,-0.284932,0.0779965
spec-56286-GAC096N56V1_sp10-006.fits,4801.82,2.65475,0.114923,0.0250358
spec-56661-GAC092N13V2_sp01-085.fits,4774.32,2.55929,-0.102265,0.0439934
spec-56583-GAC093N22V1_sp15-023.fits,4995.67,3.2484,-0.0721734,0.0527086
spec-56576-GAC094N30B1_sp16-247.fits,4675.55,2.25259,-0.3736,0.179724
spec-55932-GAC_090N33_V1_sp06-066.fits,4918.73,2.61472,-0.638174,0.103668
spec-56661-GAC092N13V3_sp11-200.fits,4702.96,2.5432,0.00915188,0.0426384
spec-55959-GAC_094N27_V2_sp03-082.fits,5002.05,2.48378,-0.0716351,0.0161278
spec-56342-GAC091N59V1_sp08-121.fits,4625.72,2.59213,-0.144248,0.0821504
spec-56342-GAC091N59V2_sp08-121.fits,4961.48,2.77211,-0.0722889,0.057004
